"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Oklahoma"	"40"	"2015"	"2015"	"50-54 years"	"50-54"	67	256274	26.144
	"Oklahoma"	"40"	"2015"	"2015"	"55-59 years"	"55-59"	57	256812	22.195
	"Oklahoma"	"40"	"2015"	"2015"	"60-64 years "	"60-64"	32	226699	14.116
	"Oklahoma"	"40"	"2015"	"2015"	"65-69 years"	"65-69"	12	190564	Unreliable
	"Oklahoma"	"40"	"2015"	"2015"	"70-74 years"	"70-74"	Suppressed	141613	Suppressed
	"Oklahoma"	"40"	"2015"	"2015"	"75-79 years"	"75-79"	Suppressed	102458	Suppressed
	"Oklahoma"	"40"	"2015"	"2015"	"80-84 years"	"80-84"	Suppressed	72166	Suppressed
	"Oklahoma"	"40"	"2015"	"2015"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2015"	"2015"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2015"	"2015"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2015"	"2015"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oklahoma"	"40"	"2015"	"2015"			427	3911338	10.917
	"Oklahoma"	"40"	"2016"	"2016"	"< 1 year"	"1"	Suppressed	52409	Suppressed
	"Oklahoma"	"40"	"2016"	"2016"	"1-4 years"	"1-4"	Suppressed	214501	Suppressed
	"Oklahoma"	"40"	"2016"	"2016"	"5-9 years"	"5-9"	Suppressed	270565	Suppressed
	"Oklahoma"	"40"	"2016"	"2016"	"10-14 years"	"10-14"	Suppressed	265766	Suppressed
	"Oklahoma"	"40"	"2016"	"2016"	"15-19 years"	"15-19"	Suppressed	262106	Suppressed
	"Oklahoma"	"40"	"2016"	"2016"	"20-24 years"	"20-24"	26	279362	9.307
	"Oklahoma"	"40"	"2016"	"2016"	"25-29 years"	"25-29"	39	276604	14.100
	"Oklahoma"	"40"	"2016"	"2016"	"30-34 years"	"30-34"	49	268856	18.225
	"Oklahoma"	"40"	"2016"	"2016"	"35-39 years"	"35-39"	58	250397	23.163
	"Oklahoma"	"40"	"2016"	"2016"	"40-44 years"	"40-44"	48	228387	21.017
	"Oklahoma"	"40"	"2016"	"2016"	"45-49 years"	"45-49"	40	230805	17.331
	"Oklahoma"	"40"	"2016"	"2016"	"50-54 years"	"50-54"	60	245797	24.410
	"Oklahoma"	"40"	"2016"	"2016"	"55-59 years"	"55-59"	61	257337	23.704
	"Oklahoma"	"40"	"2016"	"2016"	"60-64 years "	"60-64"	28	230531	12.146
	"Oklahoma"	"40"	"2016"	"2016"	"65-69 years"	"65-69"	19	198112	Unreliable
	"Oklahoma"	"40"	"2016"	"2016"	"70-74 years"	"70-74"	Suppressed	143778	Suppressed
	"Oklahoma"	"40"	"2016"	"2016"	"75-79 years"	"75-79"	Suppressed	104832	Suppressed
	"Oklahoma"	"40"	"2016"	"2016"	"80-84 years"	"80-84"	Suppressed	72846	Suppressed
	"Oklahoma"	"40"	"2016"	"2016"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2016"	"2016"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2016"	"2016"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2016"	"2016"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oklahoma"	"40"	"2016"	"2016"			444	3923561	11.316
	"Oklahoma"	"40"	"2017"	"2017"	"< 1 year"	"1"	Suppressed	51877	Suppressed
	"Oklahoma"	"40"	"2017"	"2017"	"1-4 years"	"1-4"	Suppressed	211863	Suppressed
	"Oklahoma"	"40"	"2017"	"2017"	"5-9 years"	"5-9"	Suppressed	268902	Suppressed
	"Oklahoma"	"40"	"2017"	"2017"	"10-14 years"	"10-14"	Suppressed	267982	Suppressed
	"Oklahoma"	"40"	"2017"	"2017"	"15-19 years"	"15-19"	Suppressed	263821	Suppressed
	"Oklahoma"	"40"	"2017"	"2017"	"20-24 years"	"20-24"	21	274716	7.644
	"Oklahoma"	"40"	"2017"	"2017"	"25-29 years"	"25-29"	34	280561	12.119
	"Oklahoma"	"40"	"2017"	"2017"	"30-34 years"	"30-34"	39	265035	14.715
	"Oklahoma"	"40"	"2017"	"2017"	"35-39 years"	"35-39"	51	255738	19.942
	"Oklahoma"	"40"	"2017"	"2017"	"40-44 years"	"40-44"	42	227470	18.464
	"Oklahoma"	"40"	"2017"	"2017"	"45-49 years"	"45-49"	51	232227	21.961
	"Oklahoma"	"40"	"2017"	"2017"	"50-54 years"	"50-54"	49	236553	20.714
	"Oklahoma"	"40"	"2017"	"2017"	"55-59 years"	"55-59"	47	256154	18.348
	"Oklahoma"	"40"	"2017"	"2017"	"60-64 years "	"60-64"	30	235142	12.758
	"Oklahoma"	"40"	"2017"	"2017"	"65-69 years"	"65-69"	11	196667	Unreliable
	"Oklahoma"	"40"	"2017"	"2017"	"70-74 years"	"70-74"	Suppressed	154064	Suppressed
	"Oklahoma"	"40"	"2017"	"2017"	"75-79 years"	"75-79"	Suppressed	107742	Suppressed
	"Oklahoma"	"40"	"2017"	"2017"	"80-84 years"	"80-84"	Suppressed	72983	Suppressed
	"Oklahoma"	"40"	"2017"	"2017"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2017"	"2017"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2017"	"2017"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2017"	"2017"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oklahoma"	"40"	"2017"	"2017"			388	3930864	9.871
"Total"	"Oklahoma"	"40"					7040	69889751	10.073
	"Oregon"	"41"	"1999"	"1999"	"< 1 year"	"1"	Suppressed	43923	Suppressed
	"Oregon"	"41"	"1999"	"1999"	"1-4 years"	"1-4"	Suppressed	177536	Suppressed
	"Oregon"	"41"	"1999"	"1999"	"5-9 years"	"5-9"	Suppressed	234335	Suppressed
	"Oregon"	"41"	"1999"	"1999"	"10-14 years"	"10-14"	Suppressed	240424	Suppressed
	"Oregon"	"41"	"1999"	"1999"	"15-19 years"	"15-19"	Suppressed	244611	Suppressed
	"Oregon"	"41"	"1999"	"1999"	"20-24 years"	"20-24"	Suppressed	225328	Suppressed
	"Oregon"	"41"	"1999"	"1999"	"25-29 years"	"25-29"	17	232622	Unreliable
	"Oregon"	"41"	"1999"	"1999"	"30-34 years"	"30-34"	17	234262	Unreliable
	"Oregon"	"41"	"1999"	"1999"	"35-39 years"	"35-39"	26	260244	9.991
	"Oregon"	"41"	"1999"	"1999"	"40-44 years"	"40-44"	23	273153	8.420
	"Oregon"	"41"	"1999"	"1999"	"45-49 years"	"45-49"	23	268975	8.551
	"Oregon"	"41"	"1999"	"1999"	"50-54 years"	"50-54"	Suppressed	226015	Suppressed
	"Oregon"	"41"	"1999"	"1999"	"55-59 years"	"55-59"	Suppressed	167191	Suppressed
	"Oregon"	"41"	"1999"	"1999"	"60-64 years "	"60-64"	Suppressed	128772	Suppressed
	"Oregon"	"41"	"1999"	"1999"	"65-69 years"	"65-69"	Suppressed	112788	Suppressed
	"Oregon"	"41"	"1999"	"1999"	"70-74 years"	"70-74"	Suppressed	107314	Suppressed
	"Oregon"	"41"	"1999"	"1999"	"75-79 years"	"75-79"	Suppressed	94830	Suppressed
	"Oregon"	"41"	"1999"	"1999"	"80-84 years"	"80-84"	Suppressed	65433	Suppressed
	"Oregon"	"41"	"1999"	"1999"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"1999"	"1999"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"1999"	"1999"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"1999"	"1999"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"1999"	"1999"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oregon"	"41"	"1999"	"1999"			120	3393941	3.536
	"Oregon"	"41"	"2000"	"2000"	"< 1 year"	"1"	Suppressed	44189	Suppressed
	"Oregon"	"41"	"2000"	"2000"	"1-4 years"	"1-4"	Suppressed	178816	Suppressed
	"Oregon"	"41"	"2000"	"2000"	"5-9 years"	"5-9"	Suppressed	234474	Suppressed
	"Oregon"	"41"	"2000"	"2000"	"10-14 years"	"10-14"	Suppressed	242098	Suppressed
	"Oregon"	"41"	"2000"	"2000"	"15-19 years"	"15-19"	Suppressed	244427	Suppressed
	"Oregon"	"41"	"2000"	"2000"	"20-24 years"	"20-24"	Suppressed	230406	Suppressed
	"Oregon"	"41"	"2000"	"2000"	"25-29 years"	"25-29"	Suppressed	233850	Suppressed
	"Oregon"	"41"	"2000"	"2000"	"30-34 years"	"30-34"	10	236845	Unreliable
	"Oregon"	"41"	"2000"	"2000"	"35-39 years"	"35-39"	20	255751	7.820
	"Oregon"	"41"	"2000"	"2000"	"40-44 years"	"40-44"	27	270823	9.970
	"Oregon"	"41"	"2000"	"2000"	"45-49 years"	"45-49"	15	271315	Unreliable
	"Oregon"	"41"	"2000"	"2000"	"50-54 years"	"50-54"	12	235840	Unreliable
	"Oregon"	"41"	"2000"	"2000"	"55-59 years"	"55-59"	Suppressed	173008	Suppressed
	"Oregon"	"41"	"2000"	"2000"	"60-64 years "	"60-64"	Suppressed	131380	Suppressed
	"Oregon"	"41"	"2000"	"2000"	"65-69 years"	"65-69"	Suppressed	112614	Suppressed
	"Oregon"	"41"	"2000"	"2000"	"70-74 years"	"70-74"	Suppressed	106728	Suppressed
	"Oregon"	"41"	"2000"	"2000"	"75-79 years"	"75-79"	Suppressed	95059	Suppressed
	"Oregon"	"41"	"2000"	"2000"	"80-84 years"	"80-84"	Suppressed	66345	Suppressed
	"Oregon"	"41"	"2000"	"2000"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2000"	"2000"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2000"	"2000"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2000"	"2000"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2000"	"2000"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oregon"	"41"	"2000"	"2000"			106	3421399	3.098
	"Oregon"	"41"	"2001"	"2001"	"< 1 year"	"1"	Suppressed	45629	Suppressed
	"Oregon"	"41"	"2001"	"2001"	"1-4 years"	"1-4"	Suppressed	178370	Suppressed
	"Oregon"	"41"	"2001"	"2001"	"5-9 years"	"5-9"	Suppressed	230826	Suppressed
	"Oregon"	"41"	"2001"	"2001"	"10-14 years"	"10-14"	Suppressed	245956	Suppressed
	"Oregon"	"41"	"2001"	"2001"	"15-19 years"	"15-19"	Suppressed	246236	Suppressed
	"Oregon"	"41"	"2001"	"2001"	"20-24 years"	"20-24"	Suppressed	239003	Suppressed
	"Oregon"	"41"	"2001"	"2001"	"25-29 years"	"25-29"	Suppressed	229382	Suppressed
	"Oregon"	"41"	"2001"	"2001"	"30-34 years"	"30-34"	15	243274	Unreliable
	"Oregon"	"41"	"2001"	"2001"	"35-39 years"	"35-39"	19	248534	Unreliable
	"Oregon"	"41"	"2001"	"2001"	"40-44 years"	"40-44"	35	271593	12.887
	"Oregon"	"41"	"2001"	"2001"	"45-49 years"	"45-49"	32	274888	11.641
	"Oregon"	"41"	"2001"	"2001"	"50-54 years"	"50-54"	12	252835	Unreliable
	"Oregon"	"41"	"2001"	"2001"	"55-59 years"	"55-59"	Suppressed	180935	Suppressed
	"Oregon"	"41"	"2001"	"2001"	"60-64 years "	"60-64"	Suppressed	138043	Suppressed
	"Oregon"	"41"	"2001"	"2001"	"65-69 years"	"65-69"	Suppressed	113541	Suppressed
	"Oregon"	"41"	"2001"	"2001"	"70-74 years"	"70-74"	Suppressed	105960	Suppressed
	"Oregon"	"41"	"2001"	"2001"	"75-79 years"	"75-79"	Suppressed	94768	Suppressed
	"Oregon"	"41"	"2001"	"2001"	"80-84 years"	"80-84"	Suppressed	68936	Suppressed
	"Oregon"	"41"	"2001"	"2001"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2001"	"2001"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2001"	"2001"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2001"	"2001"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2001"	"2001"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oregon"	"41"	"2001"	"2001"			147	3467937	4.239
	"Oregon"	"41"	"2002"	"2002"	"< 1 year"	"1"	Suppressed	44936	Suppressed
	"Oregon"	"41"	"2002"	"2002"	"1-4 years"	"1-4"	Suppressed	179913	Suppressed
	"Oregon"	"41"	"2002"	"2002"	"5-9 years"	"5-9"	Suppressed	229092	Suppressed
	"Oregon"	"41"	"2002"	"2002"	"10-14 years"	"10-14"	Suppressed	248112	Suppressed
	"Oregon"	"41"	"2002"	"2002"	"15-19 years"	"15-19"	Suppressed	247064	Suppressed
	"Oregon"	"41"	"2002"	"2002"	"20-24 years"	"20-24"	Suppressed	246588	Suppressed
	"Oregon"	"41"	"2002"	"2002"	"25-29 years"	"25-29"	10	230702	Unreliable
	"Oregon"	"41"	"2002"	"2002"	"30-34 years"	"30-34"	18	247580	Unreliable
	"Oregon"	"41"	"2002"	"2002"	"35-39 years"	"35-39"	31	243943	12.708
	"Oregon"	"41"	"2002"	"2002"	"40-44 years"	"40-44"	34	269597	12.611
	"Oregon"	"41"	"2002"	"2002"	"45-49 years"	"45-49"	44	277392	15.862
	"Oregon"	"41"	"2002"	"2002"	"50-54 years"	"50-54"	34	255384	13.313
	"Oregon"	"41"	"2002"	"2002"	"55-59 years"	"55-59"	Suppressed	199608	Suppressed
	"Oregon"	"41"	"2002"	"2002"	"60-64 years "	"60-64"	Suppressed	145538	Suppressed
	"Oregon"	"41"	"2002"	"2002"	"65-69 years"	"65-69"	Suppressed	116119	Suppressed
	"Oregon"	"41"	"2002"	"2002"	"70-74 years"	"70-74"	Suppressed	105174	Suppressed
	"Oregon"	"41"	"2002"	"2002"	"75-79 years"	"75-79"	Suppressed	94817	Suppressed
	"Oregon"	"41"	"2002"	"2002"	"80-84 years"	"80-84"	Suppressed	71365	Suppressed
	"Oregon"	"41"	"2002"	"2002"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2002"	"2002"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2002"	"2002"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2002"	"2002"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2002"	"2002"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oregon"	"41"	"2002"	"2002"			193	3513424	5.493
	"Oregon"	"41"	"2003"	"2003"	"< 1 year"	"1"	Suppressed	45225	Suppressed
	"Oregon"	"41"	"2003"	"2003"	"1-4 years"	"1-4"	Suppressed	180352	Suppressed
	"Oregon"	"41"	"2003"	"2003"	"5-9 years"	"5-9"	Suppressed	227383	Suppressed
	"Oregon"	"41"	"2003"	"2003"	"10-14 years"	"10-14"	Suppressed	248885	Suppressed
	"Oregon"	"41"	"2003"	"2003"	"15-19 years"	"15-19"	Suppressed	247485	Suppressed
	"Oregon"	"41"	"2003"	"2003"	"20-24 years"	"20-24"	Suppressed	250274	Suppressed
	"Oregon"	"41"	"2003"	"2003"	"25-29 years"	"25-29"	12	232626	Unreliable
	"Oregon"	"41"	"2003"	"2003"	"30-34 years"	"30-34"	16	248435	Unreliable
	"Oregon"	"41"	"2003"	"2003"	"35-39 years"	"35-39"	18	240047	Unreliable
	"Oregon"	"41"	"2003"	"2003"	"40-44 years"	"40-44"	40	266641	15.001
	"Oregon"	"41"	"2003"	"2003"	"45-49 years"	"45-49"	51	276905	18.418
	"Oregon"	"41"	"2003"	"2003"	"50-54 years"	"50-54"	37	262008	14.122
	"Oregon"	"41"	"2003"	"2003"	"55-59 years"	"55-59"	16	211297	Unreliable
	"Oregon"	"41"	"2003"	"2003"	"60-64 years "	"60-64"	Suppressed	155670	Suppressed
	"Oregon"	"41"	"2003"	"2003"	"65-69 years"	"65-69"	Suppressed	120042	Suppressed
	"Oregon"	"41"	"2003"	"2003"	"70-74 years"	"70-74"	Suppressed	104649	Suppressed
	"Oregon"	"41"	"2003"	"2003"	"75-79 years"	"75-79"	Suppressed	94556	Suppressed
	"Oregon"	"41"	"2003"	"2003"	"80-84 years"	"80-84"	Suppressed	72474	Suppressed
	"Oregon"	"41"	"2003"	"2003"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2003"	"2003"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2003"	"2003"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2003"	"2003"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2003"	"2003"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oregon"	"41"	"2003"	"2003"			209	3547376	5.892
	"Oregon"	"41"	"2004"	"2004"	"< 1 year"	"1"	Suppressed	44391	Suppressed
	"Oregon"	"41"	"2004"	"2004"	"1-4 years"	"1-4"	Suppressed	180127	Suppressed
	"Oregon"	"41"	"2004"	"2004"	"5-9 years"	"5-9"	Suppressed	226474	Suppressed
	"Oregon"	"41"	"2004"	"2004"	"10-14 years"	"10-14"	Suppressed	246098	Suppressed
	"Oregon"	"41"	"2004"	"2004"	"15-19 years"	"15-19"	Suppressed	248790	Suppressed
	"Oregon"	"41"	"2004"	"2004"	"20-24 years"	"20-24"	Suppressed	249676	Suppressed
	"Oregon"	"41"	"2004"	"2004"	"25-29 years"	"25-29"	15	234034	Unreliable
	"Oregon"	"41"	"2004"	"2004"	"30-34 years"	"30-34"	22	245397	8.965
	"Oregon"	"41"	"2004"	"2004"	"35-39 years"	"35-39"	22	238490	9.225
	"Oregon"	"41"	"2004"	"2004"	"40-44 years"	"40-44"	44	263910	16.672
	"Oregon"	"41"	"2004"	"2004"	"45-49 years"	"45-49"	38	273353	13.901
	"Oregon"	"41"	"2004"	"2004"	"50-54 years"	"50-54"	39	268636	14.518
	"Oregon"	"41"	"2004"	"2004"	"55-59 years"	"55-59"	22	223509	9.843
	"Oregon"	"41"	"2004"	"2004"	"60-64 years "	"60-64"	Suppressed	165124	Suppressed
	"Oregon"	"41"	"2004"	"2004"	"65-69 years"	"65-69"	Suppressed	124844	Suppressed
	"Oregon"	"41"	"2004"	"2004"	"70-74 years"	"70-74"	Suppressed	104546	Suppressed
	"Oregon"	"41"	"2004"	"2004"	"75-79 years"	"75-79"	Suppressed	93736	Suppressed
	"Oregon"	"41"	"2004"	"2004"	"80-84 years"	"80-84"	Suppressed	74169	Suppressed
	"Oregon"	"41"	"2004"	"2004"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2004"	"2004"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2004"	"2004"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2004"	"2004"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oregon"	"41"	"2004"	"2004"			225	3569463	6.303
	"Oregon"	"41"	"2005"	"2005"	"< 1 year"	"1"	Suppressed	45313	Suppressed
	"Oregon"	"41"	"2005"	"2005"	"1-4 years"	"1-4"	Suppressed	180804	Suppressed
	"Oregon"	"41"	"2005"	"2005"	"5-9 years"	"5-9"	Suppressed	227049	Suppressed
	"Oregon"	"41"	"2005"	"2005"	"10-14 years"	"10-14"	Suppressed	243214	Suppressed
	"Oregon"	"41"	"2005"	"2005"	"15-19 years"	"15-19"	Suppressed	252412	Suppressed
	"Oregon"	"41"	"2005"	"2005"	"20-24 years"	"20-24"	11	249979	Unreliable
	"Oregon"	"41"	"2005"	"2005"	"25-29 years"	"25-29"	26	239331	10.864
	"Oregon"	"41"	"2005"	"2005"	"30-34 years"	"30-34"	22	242488	9.073
	"Oregon"	"41"	"2005"	"2005"	"35-39 years"	"35-39"	21	244061	8.604
	"Oregon"	"41"	"2005"	"2005"	"40-44 years"	"40-44"	42	259676	16.174
	"Oregon"	"41"	"2005"	"2005"	"45-49 years"	"45-49"	57	272731	20.900
	"Oregon"	"41"	"2005"	"2005"	"50-54 years"	"50-54"	43	273304	15.733
	"Oregon"	"41"	"2005"	"2005"	"55-59 years"	"55-59"	16	238622	Unreliable
	"Oregon"	"41"	"2005"	"2005"	"60-64 years "	"60-64"	11	174136	Unreliable
	"Oregon"	"41"	"2005"	"2005"	"65-69 years"	"65-69"	Suppressed	129545	Suppressed
	"Oregon"	"41"	"2005"	"2005"	"70-74 years"	"70-74"	Suppressed	105782	Suppressed
	"Oregon"	"41"	"2005"	"2005"	"75-79 years"	"75-79"	Suppressed	93309	Suppressed
	"Oregon"	"41"	"2005"	"2005"	"80-84 years"	"80-84"	Suppressed	75311	Suppressed
	"Oregon"	"41"	"2005"	"2005"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2005"	"2005"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2005"	"2005"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2005"	"2005"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oregon"	"41"	"2005"	"2005"			267	3613202	7.390
	"Oregon"	"41"	"2006"	"2006"	"< 1 year"	"1"	Suppressed	46380	Suppressed
	"Oregon"	"41"	"2006"	"2006"	"1-4 years"	"1-4"	Suppressed	182254	Suppressed
	"Oregon"	"41"	"2006"	"2006"	"5-9 years"	"5-9"	Suppressed	230153	Suppressed
	"Oregon"	"41"	"2006"	"2006"	"10-14 years"	"10-14"	Suppressed	242105	Suppressed
	"Oregon"	"41"	"2006"	"2006"	"15-19 years"	"15-19"	Suppressed	255894	Suppressed
	"Oregon"	"41"	"2006"	"2006"	"20-24 years"	"20-24"	20	250395	7.987
	"Oregon"	"41"	"2006"	"2006"	"25-29 years"	"25-29"	36	247606	14.539
	"Oregon"	"41"	"2006"	"2006"	"30-34 years"	"30-34"	28	241351	11.601
	"Oregon"	"41"	"2006"	"2006"	"35-39 years"	"35-39"	45	251158	17.917
	"Oregon"	"41"	"2006"	"2006"	"40-44 years"	"40-44"	43	254628	16.887
	"Oregon"	"41"	"2006"	"2006"	"45-49 years"	"45-49"	79	273664	28.868
	"Oregon"	"41"	"2006"	"2006"	"50-54 years"	"50-54"	54	276739	19.513
	"Oregon"	"41"	"2006"	"2006"	"55-59 years"	"55-59"	30	254585	11.784
	"Oregon"	"41"	"2006"	"2006"	"60-64 years "	"60-64"	11	182251	Unreliable
	"Oregon"	"41"	"2006"	"2006"	"65-69 years"	"65-69"	Suppressed	136489	Suppressed
	"Oregon"	"41"	"2006"	"2006"	"70-74 years"	"70-74"	Suppressed	107453	Suppressed
	"Oregon"	"41"	"2006"	"2006"	"75-79 years"	"75-79"	Suppressed	92923	Suppressed
	"Oregon"	"41"	"2006"	"2006"	"80-84 years"	"80-84"	Suppressed	75798	Suppressed
	"Oregon"	"41"	"2006"	"2006"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2006"	"2006"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2006"	"2006"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2006"	"2006"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oregon"	"41"	"2006"	"2006"			359	3670883	9.780
	"Oregon"	"41"	"2007"	"2007"	"< 1 year"	"1"	Suppressed	48445	Suppressed
	"Oregon"	"41"	"2007"	"2007"	"1-4 years"	"1-4"	Suppressed	184490	Suppressed
	"Oregon"	"41"	"2007"	"2007"	"5-9 years"	"5-9"	Suppressed	231491	Suppressed
	"Oregon"	"41"	"2007"	"2007"	"10-14 years"	"10-14"	Suppressed	241373	Suppressed
	"Oregon"	"41"	"2007"	"2007"	"15-19 years"	"15-19"	Suppressed	258529	Suppressed
	"Oregon"	"41"	"2007"	"2007"	"20-24 years"	"20-24"	20	250519	7.983
	"Oregon"	"41"	"2007"	"2007"	"25-29 years"	"25-29"	34	256345	13.263
	"Oregon"	"41"	"2007"	"2007"	"30-34 years"	"30-34"	32	243190	13.158
	"Oregon"	"41"	"2007"	"2007"	"35-39 years"	"35-39"	32	255203	12.539
	"Oregon"	"41"	"2007"	"2007"	"40-44 years"	"40-44"	51	249968	20.403
	"Oregon"	"41"	"2007"	"2007"	"45-49 years"	"45-49"	54	271848	19.864
	"Oregon"	"41"	"2007"	"2007"	"50-54 years"	"50-54"	71	279780	25.377
	"Oregon"	"41"	"2007"	"2007"	"55-59 years"	"55-59"	38	257289	14.769
	"Oregon"	"41"	"2007"	"2007"	"60-64 years "	"60-64"	Suppressed	200645	Suppressed
	"Oregon"	"41"	"2007"	"2007"	"65-69 years"	"65-69"	Suppressed	144085	Suppressed
	"Oregon"	"41"	"2007"	"2007"	"70-74 years"	"70-74"	Suppressed	109541	Suppressed
	"Oregon"	"41"	"2007"	"2007"	"75-79 years"	"75-79"	Suppressed	92014	Suppressed
	"Oregon"	"41"	"2007"	"2007"	"80-84 years"	"80-84"	Suppressed	76055	Suppressed
	"Oregon"	"41"	"2007"	"2007"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2007"	"2007"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2007"	"2007"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2007"	"2007"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oregon"	"41"	"2007"	"2007"			358	3722417	9.617
	"Oregon"	"41"	"2008"	"2008"	"< 1 year"	"1"	Suppressed	47701	Suppressed
